iter	RMSE
153	2953.018915
154	2952.434715
155	2952.049878
156	2951.945501
157	2951.630536
158	2951.38657
159	2950.628284
160	2950.528153
161	2949.930069
162	2949.322014
163	2949.15859
164	2948.950353
165	2948.583636
166	2948.43204
167	2948.22186
168	2948.018186
169	2947.80183
170	2947.47032
171	2947.40927
172	2946.982279
173	2946.68364
174	2946.014543
175	2945.759335
176	2945.595954
177	2945.193148
178	2944.648725
179	2944.498996
180	2944.313928
181	2944.19438
182	2944.005068
183	2943.683786
184	2943.253062
185	2942.994656
186	2942.805858
187	2942.414808
188	2941.851947
189	2941.460759
190	2941.305084
191	2941.163487
192	2940.928567
193	2940.79404
194	2940.514692
195	2940.016285
196	2939.790669
197	2939.481335
198	2939.406963
199	2939.263046
200	2939.084068
201	2938.847014
202	2938.54484
203	2938.304667
204	2938.010449
205	2937.857407
206	2937.656165
207	2937.371965
208	2937.243462
209	2936.919344
210	2936.533331
211	2936.144816
212	2935.968267
213	2935.77847
214	2935.595752
215	2935.415109
216	2935.000267
217	2934.716673
218	2934.540684
219	2934.366585
220	2934.228156
221	2933.971959
222	2933.754114
223	2933.352316
224	2933.201864
225	2932.922558
226	2932.834521
227	2932.420373
228	2932.32158
229	2932.111478
230	2932.074689
231	2931.767653
232	2931.461155
233	2931.344701
234	2931.200906
235	2931.025036
236	2930.921001
237	2930.788774
238	2930.585172
239	2930.426827
240	2930.107126
241	2929.982546
242	2929.861919
243	2929.562337
244	2929.293866
245	2929.110778
246	2928.841305
247	2928.691656
248	2928.564724
249	2928.4533
250	2928.195327
251	2927.839813
252	2927.690306
253	2927.547094
254	2927.270321
255	2927.066678
256	2926.952492
257	2926.735877
258	2926.643847
259	2926.439967
260	2926.1715
261	2925.843186
262	2925.63406
263	2925.351387
264	2925.285482
265	2925.073165
266	2924.898774
267	2924.784518
268	2924.627498
269	2924.318889
270	2924.243977
271	2923.96632
272	2923.716666
273	2923.429224
274	2923.273011
275	2923.196082
276	2922.905077
277	2922.753526
278	2922.647937
279	2922.425288
280	2922.38274
281	2922.269333
282	2922.063705
283	2921.879022
284	2921.743111
285	2921.628142
286	2921.493263
287	2921.360431
288	2921.124472
289	2920.992161
290	2920.692651
291	2920.570546
292	2920.368977
293	2920.065204
294	2919.977371
295	2919.951971
296	2919.670695
297	2919.592041
298	2919.442046
299	2919.256282
300	2919.049121
301	2918.985193
302	2918.820369
303	2918.722277
304	2918.657154
305	2918.383433
306	2918.298855
307	2918.222518
308	2918.041875
309	2917.93137
310	2917.637875
311	2917.538279
312	2917.400989
313	2917.25163
314	2917.122228
315	2916.866903
316	2916.774446
317	2916.697639
318	2916.452102
319	2916.317825
320	2916.23812
321	2916.120776
322	2915.92712
323	2915.791346
324	2915.713936
325	2915.554671
326	2915.477385
327	2915.273793
328	2915.198398
329	2914.769087
330	2914.608774
331	2914.556833
332	2914.292219
333	2914.234419
334	2914.043237
335	2913.876671
336	2913.782509
337	2913.692616
338	2913.568778
339	2913.473309
340	2913.396287
341	2913.257489
342	2913.123895
343	2912.946526
344	2912.81412
345	2912.664262
346	2912.536353
347	2912.452061
348	2912.32695
349	2912.190945
350	2912.021482
351	2911.854778
352	2911.702901
353	2911.485969
354	2911.314717
355	2911.104988
356	2911.010902
357	2910.933036
358	2910.794545
359	2910.747988
360	2910.55924
361	2910.285645
362	2910.247237
363	2910.196135
364	2910.030774
365	2909.807951
366	2909.674986
367	2909.42971
368	2909.226629
369	2909.090173
370	2908.940325
371	2908.804454
372	2908.708255
373	2908.550329
374	2908.435935
375	2908.30465
376	2908.08275
377	2907.947036
378	2907.862329
379	2907.713354
380	2907.57805
381	2907.44046
382	2907.342386
383	2907.073651
384	2906.931493
385	2906.798292
386	2906.723012
387	2906.623304
388	2906.512017
389	2906.345907
390	2906.254988
391	2906.053142
392	2905.918135
393	2905.765785
394	2905.431628
395	2905.272991
396	2905.221942
397	2905.133882
398	2904.946928
399	2904.736043
400	2904.391089
401	2904.292083
402	2904.14862
403	2904.038685
404	2903.873581
405	2903.76618
406	2903.509617
407	2903.388801
408	2903.23397
409	2903.07816
410	2903.002132
411	2902.907977
412	2902.782481
413	2902.701542
414	2902.534697
415	2902.222821
416	2902.051624
417	2901.879724
418	2901.634708
419	2901.538623
420	2901.442243
421	2901.237398
422	2901.14937
423	2901.058559
424	2900.773039
425	2900.677831
426	2900.606562
427	2900.475807
428	2900.306106
429	2900.246215
430	2900.123122
431	2900.069245
432	2899.942598
433	2899.847607
434	2899.744368
435	2899.68693
436	2899.628604
437	2899.493827
438	2899.458987
439	2899.400364
440	2899.31264
441	2899.172156
442	2899.043059
443	2898.91339
444	2898.856749
445	2898.753876
446	2898.671925
447	2898.539473
448	2898.300787
449	2898.244511
450	2898.139007
451	2898.007777
452	2897.874823
453	2897.812583
454	2897.678664
455	2897.629855
456	2897.544666
457	2897.424178
458	2897.266649
459	2897.132564
460	2897.011929
461	2896.892634
462	2896.847134
463	2896.666726
464	2896.610261
465	2896.513134
466	2896.474727
467	2896.339008
468	2896.251698
469	2896.112722
470	2895.951089
471	2895.716324
472	2895.675083
473	2895.579909
474	2895.525889
475	2895.300931
476	2895.226523
477	2895.164028
478	2895.081701
479	2895.016225
480	2894.951006
481	2894.889657
482	2894.754238
483	2894.645627
484	2894.507819
485	2894.452384
486	2894.356013
487	2894.288763
488	2894.236732
489	2894.155518
490	2894.099955
491	2894.036787
492	2893.963901
493	2893.815629
494	2893.700085
495	2893.56339
496	2893.410733
497	2893.305641
498	2893.20406
499	2893.068167
500	2892.953144
501	2892.819071
502	2892.756647
503	2892.65833
504	2892.571267
505	2892.461346
506	2892.405306
507	2892.31219
508	2892.213489
509	2892.156447
510	2892.085271
511	2892.010295
512	2891.892498
513	2891.785006
514	2891.698446
515	2891.488741
516	2891.296899
517	2891.248371
518	2891.216567
519	2891.045645
520	2890.940629
521	2890.83639
522	2890.65692
523	2890.555985
524	2890.495427
525	2890.462102
526	2890.332002
527	2890.182295
528	2890.123263
529	2889.996124
530	2889.888813
531	2889.801216
532	2889.767975
533	2889.674104
534	2889.586172
535	2889.479003
536	2889.376759
537	2889.215002
538	2889.094167
539	2889.003846
540	2888.904177
541	2888.790305
542	2888.69825
543	2888.629161
544	2888.536617
545	2888.455714
546	2888.283332
547	2888.075159
548	2887.938979
549	2887.786724
550	2887.641672
551	2887.553282
552	2887.446471
553	2887.369619
554	2887.318321
555	2887.197046
556	2887.062815
557	2887.011364
558	2886.924222
559	2886.874786
560	2886.831009
561	2886.740992
562	2886.533749
563	2886.477041
564	2886.414564
565	2886.259367
566	2886.198579
567	2886.128171
568	2886.041372
569	2885.962687
570	2885.85811
571	2885.802631
572	2885.701791
573	2885.577777
574	2885.506323
575	2885.416947
576	2885.37947
577	2885.324484
578	2885.262246
579	2885.181924
580	2885.138236
581	2885.028394
582	2884.965047
583	2884.922492
584	2884.820333
585	2884.702363
586	2884.653691
587	2884.578349
588	2884.524121
589	2884.456291
590	2884.407552
591	2884.337571
592	2884.156888
593	2884.057686
594	2883.995823
595	2883.937654
596	2883.848316
597	2883.77285
598	2883.662841
599	2883.539922
600	2883.361484
601	2883.251377
602	2883.205474
603	2883.155397
604	2883.047165
605	2882.949602
606	2882.828401
607	2882.753348
608	2882.693539
609	2882.643108
610	2882.57511
611	2882.536266
612	2882.458474
613	2882.329334
614	2882.24211
615	2882.200615
616	2882.083155
617	2881.994625
618	2881.884608
619	2881.825154
620	2881.688372
621	2881.610029
622	2881.531954
623	2881.499032
624	2881.403889
625	2881.304613
626	2881.106118
627	2881.005297
628	2880.918766
629	2880.831367
630	2880.689989
631	2880.53753
632	2880.473904
633	2880.407667
634	2880.305391
635	2880.186376
636	2880.108737
637	2880.048046
638	2879.966449
639	2879.930978
640	2879.789026
641	2879.705166
642	2879.615678
643	2879.554362
644	2879.487267
645	2879.429036
646	2879.340788
647	2879.284301
648	2879.23218
649	2879.130622
650	2879.067706
651	2879.00465
652	2878.949182
653	2878.836083
654	2878.729355
655	2878.641842
656	2878.536322
657	2878.447514
658	2878.40109
659	2878.316978
660	2878.280578
661	2878.171003
662	2878.122907
663	2878.071895
664	2878.043366
665	2877.953669
666	2877.90893
667	2877.874424
668	2877.726477
669	2877.679019
670	2877.615602
671	2877.588987
672	2877.505283
673	2877.414788
674	2877.362673
675	2877.228799
676	2877.137936
677	2876.928565
678	2876.881685
679	2876.826966
680	2876.746298
681	2876.682263
682	2876.622777
683	2876.532555
684	2876.457474
685	2876.407004
686	2876.372708
687	2876.300683
688	2876.174966
689	2876.117355
690	2876.039075
691	2875.988544
692	2875.967039
693	2875.898375
694	2875.853436
695	2875.785496
696	2875.768079
697	2875.681952
698	2875.574025
699	2875.429657
700	2875.381131
701	2875.126622
702	2875.0654
703	2875.02054
704	2874.912616
705	2874.83801
706	2874.754616
707	2874.70524
708	2874.667079
709	2874.560942
710	2874.487158
711	2874.362515
712	2874.30262
713	2874.21842
714	2874.165457
715	2874.061428
716	2873.975323
717	2873.829732
718	2873.749556
719	2873.686031
720	2873.618649
721	2873.529193
722	2873.488364
723	2873.413366
724	2873.298136
725	2873.220673
726	2873.16551
727	2873.045205
728	2872.984103
729	2872.901925
730	2872.877091
731	2872.7828
732	2872.702177
733	2872.649927
734	2872.582475
735	2872.499117
736	2872.438255
737	2872.34535
738	2872.29347
739	2872.187313
740	2872.067707
741	2871.962332
742	2871.851048
743	2871.809981
744	2871.717579
745	2871.63479
746	2871.569429
747	2871.423421
748	2871.37096
749	2871.349789
750	2871.229232
751	2871.164886
752	2871.093854
753	2871.007301
754	2870.96175
755	2870.90415
756	2870.820886
757	2870.691869
758	2870.619744
759	2870.534024
760	2870.498393
761	2870.450506
762	2870.407092
763	2870.347811
764	2870.29426
765	2870.240802
766	2870.215932
767	2870.090635
768	2870.057431
769	2869.982025
770	2869.8965
771	2869.840312
772	2869.805424
773	2869.74835
774	2869.636317
775	2869.529208
776	2869.446963
777	2869.389015
778	2869.325365
779	2869.265741
780	2869.185895
781	2869.06917
782	2869.034727
783	2868.947173
784	2868.902348
785	2868.825632
786	2868.779951
787	2868.718153
788	2868.678075
789	2868.63929
790	2868.605598
791	2868.536987
792	2868.499103
793	2868.431202
794	2868.387843
795	2868.328973
796	2868.239572
797	2868.128338
798	2868.035429
799	2867.919233
800	2867.888478
801	2867.835739
802	2867.767813
803	2867.721585
804	2867.675031
805	2867.579281
806	2867.499964
807	2867.469295
808	2867.386076
809	2867.342404
810	2867.26469
811	2867.232591
812	2867.175784
813	2867.108541
814	2867.061966
815	2866.99747
816	2866.901403
817	2866.83914
818	2866.769395
819	2866.70617
820	2866.648881
821	2866.581676
822	2866.56226
823	2866.5244
824	2866.412228
825	2866.258741
826	2866.186267
827	2866.14913
828	2866.115688
829	2866.019108
830	2865.979944
831	2865.896019
832	2865.756106
833	2865.711714
834	2865.611759
835	2865.559487
836	2865.524473
837	2865.428183
838	2865.396616
839	2865.368179
840	2865.317742
841	2865.126429
842	2865.062068
843	2865.017239
844	2864.987224
845	2864.96041
846	2864.860278
847	2864.794015
848	2864.744289
849	2864.675865
850	2864.592317
851	2864.535773
852	2864.431315
853	2864.353115
854	2864.299087
855	2864.242383
856	2864.138221
857	2864.100226
858	2864.045918
859	2864.016254
860	2863.95202
861	2863.91978
862	2863.872959
863	2863.697169
864	2863.625282
865	2863.588963
866	2863.549449
867	2863.516092
868	2863.454676
869	2863.406178
870	2863.327116
871	2863.271921
872	2863.196292
873	2863.078749
874	2863.040804
875	2862.958266
876	2862.913242
877	2862.866325
878	2862.78754
879	2862.760898
880	2862.715939
881	2862.684212
882	2862.650155
883	2862.579649
884	2862.508948
885	2862.463386
886	2862.428718
887	2862.389665
888	2862.338683
889	2862.296183
890	2862.245435
891	2862.218784
892	2862.153088
893	2862.095158
894	2862.061281
895	2861.965733
896	2861.911162
897	2861.875705
898	2861.808962
899	2861.766472
900	2861.681595
901	2861.613096
902	2861.524976
903	2861.439807
904	2861.313695
905	2861.235988
906	2861.206503
907	2861.161591
908	2861.078137
909	2861.033366
910	2860.980847
911	2860.956972
912	2860.869784
913	2860.815051
914	2860.717027
915	2860.643479
916	2860.566381
917	2860.48957
918	2860.362604
919	2860.311985
920	2860.249057
921	2860.219486
922	2860.161596
923	2860.089677
924	2860.066454
925	2860.019481
926	2859.910023
927	2859.843853
928	2859.783579
929	2859.712543
930	2859.663472
931	2859.618958
932	2859.590856
933	2859.515212
934	2859.446451
935	2859.38226
936	2859.361934
937	2859.327796
938	2859.290855
939	2859.198437
940	2859.157967
941	2859.113909
942	2859.078841
943	2859.021345
944	2858.960852
945	2858.932579
946	2858.862862
947	2858.840808
948	2858.811514
949	2858.742623
950	2858.705531
951	2858.667756
952	2858.609851
953	2858.574713
954	2858.528408
955	2858.47163
956	2858.450835
957	2858.358071
958	2858.330793
959	2858.249272
960	2858.185364
961	2858.130964
962	2858.075325
963	2858.048097
964	2857.960655
965	2857.763736
966	2857.691449
967	2857.656613
968	2857.59514
969	2857.565267
970	2857.524462
971	2857.451157
972	2857.354439
973	2857.30067
974	2857.244955
975	2857.199126
976	2857.179101
977	2857.124021
978	2857.038188
979	2856.98633
980	2856.935081
981	2856.786041
982	2856.730272
983	2856.699519
984	2856.678884
985	2856.6262
986	2856.593368
987	2856.524795
988	2856.473283
989	2856.382036
990	2856.338464
991	2856.278638
992	2856.164623
993	2856.136632
994	2856.076868
995	2856.008349
996	2855.960294
997	2855.926479
998	2855.814951
999	2855.780941
1000	2855.736675
1001	2855.641445
1002	2855.5425
1003	2855.486107
1004	2855.424271
1005	2855.372669
1006	2855.337496
1007	2855.30538
1008	2855.269017
1009	2855.228071
1010	2855.188714
1011	2855.122721
1012	2855.04334
1013	2854.964096
1014	2854.92519
1015	2854.892573
1016	2854.856005
1017	2854.777945
1018	2854.743796
1019	2854.647371
1020	2854.588675
1021	2854.546882
1022	2854.518911
1023	2854.465599
1024	2854.438097
1025	2854.378556
1026	2854.357242
1027	2854.333306
1028	2854.289016
1029	2854.253733
1030	2854.190061
1031	2854.133608
1032	2854.103771
1033	2854.062917
1034	2854.018628
1035	2853.988907
1036	2853.955474
1037	2853.913431
1038	2853.855653
1039	2853.777505
1040	2853.735821
1041	2853.612096
1042	2853.554854
1043	2853.504294
1044	2853.434831
1045	2853.398189
1046	2853.3448
1047	2853.304738
1048	2853.259341
1049	2853.232782
1050	2853.200599
1051	2853.138648
1052	2853.04525
1053	2853.023919
1054	2853.004177
1055	2852.948634
1056	2852.873378
1057	2852.791653
1058	2852.732322
1059	2852.642081
1060	2852.566056
1061	2852.533517
1062	2852.489612
1063	2852.414791
1064	2852.386917
1065	2852.335422
1066	2852.286751
1067	2852.250257
1068	2852.163137
1069	2852.128427
1070	2852.090158
1071	2852.063974
1072	2852.049657
1073	2852.001877
1074	2851.919932
1075	2851.883318
1076	2851.827116
1077	2851.797605
1078	2851.771692
1079	2851.700317
1080	2851.676488
1081	2851.626406
1082	2851.569203
1083	2851.542194
1084	2851.517925
1085	2851.462669
1086	2851.396675
1087	2851.359828
1088	2851.279094
1089	2851.256615
1090	2851.212777
1091	2851.160897
1092	2851.119363
1093	2851.056561
1094	2850.973354
1095	2850.927008
1096	2850.886843
1097	2850.861585
1098	2850.839268
1099	2850.814156
1100	2850.754935
1101	2850.731982
1102	2850.695015
1103	2850.648064
1104	2850.625522
1105	2850.602811
1106	2850.55622
1107	2850.482585
1108	2850.401983
1109	2850.356501
1110	2850.329409
1111	2850.311809
1112	2850.253893
1113	2850.219018
1114	2850.157782
1115	2850.097768
1116	2850.077668
1117	2850.02106
1118	2849.959908
1119	2849.903339
1120	2849.860434
1121	2849.834207
1122	2849.809728
1123	2849.741832
1124	2849.716868
1125	2849.664779
1126	2849.619775
1127	2849.53103
1128	2849.495528
1129	2849.420208
1130	2849.37
1131	2849.300159
1132	2849.240415
1133	2849.197906
1134	2849.133285
1135	2849.081105
1136	2849.033611
1137	2848.992957
1138	2848.956928
1139	2848.880521
1140	2848.853754
1141	2848.810746
1142	2848.74998
1143	2848.702236
1144	2848.641658
1145	2848.594794
1146	2848.554286
1147	2848.501726
1148	2848.469371
1149	2848.419397
1150	2848.346432
1151	2848.323431
1152	2848.284839
1153	2848.262487
1154	2848.187263
1155	2848.169011
1156	2848.151155
1157	2848.111469
1158	2848.022911
1159	2847.987673
1160	2847.970125
1161	2847.920688
1162	2847.857029
1163	2847.801136
1164	2847.772578
1165	2847.689299
1166	2847.571974
1167	2847.506391
1168	2847.456742
1169	2847.417097
1170	2847.367573
1171	2847.30275
1172	2847.227512
1173	2847.175119
1174	2847.10348
1175	2847.063566
1176	2847.037695
1177	2847.010491
1178	2846.977864
1179	2846.892327
1180	2846.844927
1181	2846.802217
1182	2846.743651
1183	2846.702445
1184	2846.679268
1185	2846.639556
1186	2846.603378
1187	2846.526264
1188	2846.413094
1189	2846.317375
1190	2846.272293
1191	2846.247382
1192	2846.167979
1193	2846.058866
1194	2846.035261
1195	2846.014593
1196	2846.000461
1197	2845.903294
1198	2845.802995
1199	2845.764103
1200	2845.690254
1201	2845.632572
1202	2845.592859
1203	2845.570063
1204	2845.542107
1205	2845.484205
1206	2845.433988
1207	2845.306049
1208	2845.26177
1209	2845.244024
1210	2845.19264
1211	2845.1554
1212	2845.121651
1213	2845.039873
1214	2845.014764
1215	2844.954389
1216	2844.910686
1217	2844.843105
1218	2844.787088
1219	2844.71931
1220	2844.692232
1221	2844.658213
1222	2844.62218
1223	2844.541528
1224	2844.497759
1225	2844.438312
1226	2844.376494
1227	2844.354689
1228	2844.310683
1229	2844.207814
1230	2844.1835
1231	2844.103486
1232	2844.080944
1233	2844.008657
1234	2843.932526
1235	2843.913446
1236	2843.867092
1237	2843.759298
1238	2843.73244
1239	2843.667676
1240	2843.623759
1241	2843.590994
1242	2843.487595
1243	2843.40699
1244	2843.364809
1245	2843.304649
1246	2843.268342
1247	2843.232085
1248	2843.181335
1249	2843.138105
1250	2843.104994
1251	2843.039875
1252	2843.004862
1253	2842.980431
1254	2842.942517
1255	2842.911234
1256	2842.870895
1257	2842.823932
1258	2842.788298
1259	2842.768907
1260	2842.6404
1261	2842.625879
1262	2842.58439
1263	2842.557868
1264	2842.514796
1265	2842.469678
1266	2842.418634
1267	2842.374802
1268	2842.359938
1269	2842.327176
1270	2842.265989
1271	2842.218364
1272	2842.146079
1273	2842.091843
1274	2842.060158
1275	2842.031134
1276	2841.955445
1277	2841.91749
1278	2841.8715
1279	2841.856441
1280	2841.775833
1281	2841.707521
1282	2841.66556
1283	2841.631568
1284	2841.580446
1285	2841.548288
1286	2841.520648
1287	2841.461479
1288	2841.426867
1289	2841.395218
1290	2841.302196
1291	2841.234767
1292	2841.218545
1293	2841.178744
1294	2841.106404
1295	2841.068113
1296	2841.008043
1297	2840.960372
1298	2840.93536
1299	2840.913235
1300	2840.860283
1301	2840.810537
1302	2840.754059
1303	2840.701629
1304	2840.623338
1305	2840.609043
1306	2840.587314
1307	2840.541882
1308	2840.486762
1309	2840.429333
1310	2840.401195
1311	2840.330724
1312	2840.240118
1313	2840.192141
1314	2840.138813
1315	2840.107614
1316	2840.080188
1317	2840.028501
1318	2840.003936
1319	2839.9586
1320	2839.932107
1321	2839.913049
1322	2839.807737
1323	2839.757266
1324	2839.721142
1325	2839.673279
1326	2839.611964
1327	2839.576823
1328	2839.56173
1329	2839.514456
1330	2839.447858
1331	2839.435573
1332	2839.391565
1333	2839.340291
1334	2839.296384
1335	2839.194237
1336	2839.146728
1337	2839.0888
1338	2839.052606
1339	2839.016248
1340	2838.995416
1341	2838.954047
1342	2838.878952
1343	2838.854511
1344	2838.837545
1345	2838.777142
1346	2838.735635
1347	2838.664813
1348	2838.628617
1349	2838.597823
1350	2838.534661
1351	2838.443381
1352	2838.380455
1353	2838.322475
1354	2838.270483
1355	2838.250675
1356	2838.189019
1357	2838.137411
1358	2838.101787
1359	2838.056432
1360	2837.995331
1361	2837.949428
1362	2837.922485
1363	2837.881348
1364	2837.844656
1365	2837.816385
1366	2837.786433
1367	2837.739508
1368	2837.730744
1369	2837.688005
1370	2837.630337
1371	2837.600333
1372	2837.566316
1373	2837.522267
1374	2837.478636
1375	2837.454709
1376	2837.414442
1377	2837.359264
1378	2837.337184
1379	2837.304417
1380	2837.290242
1381	2837.18839
1382	2837.163351
1383	2837.093229
1384	2837.02136
1385	2836.98388
1386	2836.90044
1387	2836.87685
1388	2836.841693
1389	2836.808772
1390	2836.766874
1391	2836.731378
1392	2836.646413
1393	2836.631582
1394	2836.582192
1395	2836.478519
1396	2836.432665
1397	2836.367497
1398	2836.325762
1399	2836.300223
1400	2836.232652
1401	2836.184776
1402	2836.140056
1403	2836.072971
1404	2835.961956
1405	2835.930185
1406	2835.854406
1407	2835.799104
1408	2835.756944
1409	2835.738412
1410	2835.694906
1411	2835.644916
1412	2835.582432
1413	2835.540507
1414	2835.516126
1415	2835.499757
1416	2835.434792
1417	2835.412937
1418	2835.359373
1419	2835.304152
1420	2835.275894
1421	2835.236388
1422	2835.158138
1423	2835.138687
1424	2835.110502
1425	2835.057563
1426	2834.853583
1427	2834.818262
1428	2834.79589
1429	2834.750161
1430	2834.687731
1431	2834.631947
1432	2834.600141
1433	2834.553312
1434	2834.537259
1435	2834.52277
1436	2834.458374
1437	2834.412954
1438	2834.362
1439	2834.31904
1440	2834.279254
1441	2834.24806
1442	2834.205252
1443	2834.168009
1444	2834.106038
1445	2834.031553
1446	2833.950654
1447	2833.905007
1448	2833.869445
1449	2833.805506
1450	2833.765827
1451	2833.730811
1452	2833.67534
1453	2833.617421
1454	2833.601554
1455	2833.583365
1456	2833.539737
1457	2833.487158
1458	2833.444863
1459	2833.39283
1460	2833.357776
1461	2833.337305
1462	2833.299788
1463	2833.262385
1464	2833.210791
1465	2833.186321
1466	2833.143764
1467	2833.119249
1468	2833.097993
1469	2833.045962
1470	2833.004355
1471	2832.94762
1472	2832.924151
1473	2832.91144
1474	2832.848897
1475	2832.805072
1476	2832.670462
1477	2832.649196
1478	2832.613825
1479	2832.57172
1480	2832.526315
1481	2832.490575
1482	2832.454105
1483	2832.418102
1484	2832.351283
1485	2832.299225
1486	2832.251351
1487	2832.183704
1488	2832.150233
1489	2832.110042
1490	2832.062717
1491	2832.034208
1492	2832.012678
1493	2831.988145
1494	2831.94793
1495	2831.92018
1496	2831.859682
1497	2831.850202
1498	2831.79647
1499	2831.77062
